"Patient","Seizure","File","Channel","mean","sd","median","max","min","pacf_1","pacf_2","pacf_3","pacf_4","pacf_5","pacf_6","pacf_7","pacf_8","pacf_9","pacf_10"
"2","interictal","1","1","-0.370902666666421","152.120027936427","-36","665","-383","0.999975050039872","-0.508350415632947","0.207652459020332","0.195990083674753","-0.21158369900886","-0.26227905022818","0.00764060946666162","0.0727556953416343","-0.0696555155977741","-0.161640498870285"
"2","interictal","1","2","0.363118333333274","161.345849010452","-22","703","-417","0.999978417961468","-0.497066893850799","0.152593731106837","0.190194451089005","-0.179343311799898","-0.265951862637793","-0.0322873367725557","0.0631898007516768","-0.0390489231881235","-0.143708106009466"
"2","interictal","1","3","-0.160057999999951","184.722673860733","-3","686","-514","0.999982145316344","-0.549113508817703","0.121088270194151","0.146223603780737","-0.23030602891939","-0.306716545416229","-0.0428224046857607","0.0430655478666766","-0.0667186264295642","-0.16103309822376"
"2","interictal","1","4","-0.149519666666595","94.2582757414088","-2","460","-375","0.999926932159985","-0.535939658537709","0.2014227753882","0.175750996954769","-0.22995530713003","-0.268412516916569","0.0114583508835267","0.0716581186510447","-0.0656277381251642","-0.151348984272674"
"2","interictal","1","5","0.299504666666586","76.514598396532","1","374","-433","0.999918873383802","-0.447441864219466","0.199054324468557","0.250963816271318","-0.132416120269294","-0.241236209706117","-0.0242519844450183","0.0801040085707387","-0.0225883279831351","-0.13877393210467"
"2","interictal","1","6","0.0849416666666581","61.6657638899853","2","282","-347","0.999872937391229","-0.443765637396468","0.235939718100564","0.276632294711141","-0.120036787690908","-0.218226516973757","0.00581923025121308","0.104075670378098","-0.011158089539181","-0.127358797839804"
"2","interictal","1","7","0.0530793333334203","55.9727634262218","2","246","-272","0.999861832241946","-0.418277612717669","0.214001884417022","0.288221455320709","-0.0862236184623271","-0.207982645969087","-0.00524746045998721","0.110680463056447","0.011578706283085","-0.111166961169321"
"2","interictal","1","8","0.0767586666667505","48.9800396398559","4","175","-251","0.999829980101497","-0.390095961536971","0.234348144868307","0.320030204433721","-0.0436598612803433","-0.175375868732113","0.0193131699837391","0.139083836641326","0.0410727532120384","-0.0906267794721378"
"2","interictal","1","9","-0.221266333333187","135.838855505122","-22","629","-337","0.999972579298535","-0.459408703607053","0.153031659563251","0.229222373993756","-0.116357702459018","-0.221229813548596","-0.0224650490760373","0.084732018528043","-0.00946291739539648","-0.129561687049791"
"2","interictal","1","10","0.403920666666363","119.054260330044","-13","498","-382","0.999967103092666","-0.450653576376614","0.167436821528793","0.24843417201418","-0.109236326588472","-0.222202529436256","-0.0192652250840752","0.0931630229147474","-0.000607112908113153","-0.122817560703932"
"2","interictal","1","11","-0.268582666666398","115.125628096678","-3","456","-402","0.999958972877699","-0.473706406763016","0.195445051790328","0.230853453459242","-0.146370342767954","-0.231348490291336","-0.00317699466666708","0.0971370851994885","-0.00959112813142274","-0.11914122248925"
"2","interictal","1","12","0.265335666666491","180.171048452629","-4","730","-693","0.999977934760521","-0.571482203248627","0.0970349826079823","0.125899190178023","-0.225505949866028","-0.300081010355226","-0.0408633672803644","0.0464755080035916","-0.0489100427647563","-0.139274573420255"
"2","interictal","1","13","0.274408666666609","136.835959759281","-3","647","-467","0.999965831389378","-0.555911090367243","0.137109697198495","0.154693466370607","-0.224168705325198","-0.290079264359046","-0.0230094377916315","0.0611009247235716","-0.0514179387760588","-0.14483826972985"
"2","interictal","1","14","-0.00953000000015914","132.418572753492","1","609","-581","0.999969807392437","-0.496738975651984","0.155492821428143","0.196298663901786","-0.184179260590788","-0.276866392243663","-0.0417294580845892","0.0591636770969341","-0.0423512449288719","-0.148881726971898"
"2","interictal","1","15","0.333982666666439","67.8978371006799","1","317","-340","0.999901175356606","-0.427860929447297","0.229998664404355","0.281156485789289","-0.10830945255832","-0.215172690426632","0.00123041180106649","0.101514667171501","-0.0130504817028436","-0.134017224521159"
"2","interictal","1","16","0.445243666666453","49.0265469884572","4","179","-271","0.999814583181453","-0.420430592705131","0.234641692030951","0.300804000176004","-0.0763746894893361","-0.18056511407767","0.0341499138742533","0.144030371834441","0.035492419515727","-0.0899671882928942"
"2","interictal","1","17","-0.239152666666442","60.4541014839756","0","309","-279","0.999876131409986","-0.440257904245346","0.215094234627684","0.292859497709874","-0.0705854505253177","-0.168707867110945","0.0440325023414481","0.154427353886466","0.0436494283761208","-0.0873966616473269"
"2","interictal","1","18","0.310866000000155","70.7109397265306","2","364","-375","0.999907253016018","-0.435805256033675","0.235690999255919","0.290061463975277","-0.0935483568178928","-0.185972878441677","0.0380931618320278","0.137290261488639","0.0149286656562483","-0.110141378508997"
